usertime,timeseq,seq,x,y,z,pitch,yaw,roll,latitude,longitude,acc
11:08:29,110812 ,161 ,0.0031294 ,0.0448176 ,0.0293412 ,830.3529412 ,39.9411765 ,-224.0235300 ,37.3250840 ,126.9490000 ,6.46920 
11:08:30,110813 ,162 ,0.0039625 ,0.1352813 ,0.0919625 ,835.6375000 ,43.1937500 ,-223.3687500 ,37.3250370 ,126.9489600 ,6.37826 
11:08:31,110814 ,163 ,0.0128000 ,0.1734647 ,0.1038941 ,844.8882353 ,49.5000000 ,-223.1529400 ,37.3249880 ,126.9489300 ,6.45121 
11:08:32,110815 ,164 ,0.0003235 ,0.0953941 ,0.0854000 ,853.1647059 ,54.9882353 ,-222.7529400 ,37.3249350 ,126.9488900 ,6.45613 
11:08:33,110816 ,165 ,0.0195875 ,0.0423938 ,0.0218750 ,856.5375000 ,57.8187500 ,-222.0125000 ,37.3248810 ,126.9488600 ,6.52993 
11:08:34,110817 ,166 ,-0.0289529 ,0.0088294 ,0.0083118 ,857.9588235 ,58.5294118 ,-222.4882400 ,37.3248320 ,126.9488300 ,6.23843 
11:08:35,110818 ,167 ,0.0106059 ,0.0104118 ,-0.0138650 ,858.0941176 ,58.8176471 ,-223.7294100 ,37.3247850 ,126.9488000 ,5.81056 
11:08:36,110819 ,168 ,-0.0038471 ,-0.0009588 ,-0.0007470 ,858.6882353 ,57.9705882 ,-223.3176500 ,37.3247360 ,126.9487700 ,5.45628 
11:08:37,110820 ,169 ,-0.0070188 ,-0.0081688 ,0.0061000 ,858.5562500 ,57.9187500 ,-222.9312500 ,37.3246880 ,126.9487700 ,5.36816 
11:08:38,110821 ,170 ,-0.0238176 ,0.0092882 ,-0.0058180 ,858.2588235 ,58.2764706 ,-223.7705900 ,37.3246360 ,126.9487700 ,5.55504 
11:08:39,110822 ,171 ,-0.0114588 ,0.0003765 ,-0.0062350 ,858.7823529 ,57.7941176 ,-225.3823500 ,37.3245790 ,126.9487800 ,6.11379 
11:08:40,110823 ,172 ,-0.0123250 ,-0.0064813 ,0.0230500 ,858.4937500 ,57.8062500 ,-226.0375000 ,37.3245200 ,126.9487900 ,6.97089 
11:08:41,110824 ,173 ,-0.0222000 ,0.0087882 ,0.0072647 ,859.0470588 ,58.3764706 ,-226.7764700 ,37.3244560 ,126.9488000 ,7.03330 
11:08:42,110825 ,174 ,0.0097059 ,0.0025000 ,0.0075000 ,859.1764706 ,59.5705882 ,-227.3647100 ,37.3243940 ,126.9488100 ,7.01937 
11:08:43,110826 ,175 ,0.0045563 ,-0.1143438 ,-0.0568250 ,856.8187500 ,58.5437500 ,-226.2250000 ,37.3243320 ,126.9488200 ,6.83053 
11:08:44,110827 ,176 ,0.0135471 ,-0.3575882 ,-0.2105000 ,842.7235294 ,50.3705882 ,-226.3882400 ,37.3242700 ,126.9488300 ,6.53338 
11:08:45,110828 ,177 ,-0.0202235 ,-0.3840824 ,-0.3036290 ,819.4823529 ,35.2176471 ,-226.5235300 ,37.3242120 ,126.9488400 ,6.30314 
11:08:46,110829 ,178 ,0.0035563 ,-0.1210250 ,-0.0954250 ,803.8250000 ,22.4562500 ,-226.7875000 ,37.3241550 ,126.9488500 ,6.17696 
11:08:47,110830 ,179 ,0.0097706 ,0.2438588 ,0.1504706 ,808.7352941 ,25.0705882 ,-226.6176500 ,37.3241020 ,126.9488600 ,5.88206 
11:08:48,110831 ,180 ,0.0941824 ,0.3670824 ,0.2670235 ,828.2352941 ,38.4941176 ,-223.4058800 ,37.3240540 ,126.9488700 ,5.24194 
11:08:49,110832 ,181 ,-0.0290188 ,0.2426313 ,0.1671063 ,846.5250000 ,51.4750000 ,-221.6437500 ,37.3240180 ,126.9488500 ,4.25298 
11:08:50,110833 ,182 ,0.0130588 ,0.0677882 ,0.0388235 ,854.5294118 ,56.4058824 ,-222.1529400 ,37.3239950 ,126.9488200 ,3.69798 
11:08:51,110834 ,183 ,0.0019647 ,0.0150471 ,0.0255176 ,856.3411765 ,57.7764706 ,-221.0470600 ,37.3239810 ,126.9487900 ,3.24600 
11:08:52,110835 ,184 ,-0.0178063 ,0.0071125 ,0.0131625 ,856.7750000 ,59.1687500 ,-221.8062500 ,37.3239690 ,126.9487600 ,2.85109 
11:08:53,110836 ,185 ,-0.0160941 ,0.0167000 ,0.0083412 ,857.1941176 ,59.4176471 ,-222.6470600 ,37.3239470 ,126.9487400 ,2.96343 
11:08:54,110837 ,186 ,0.0021941 ,0.2076765 ,0.1243294 ,862.9882353 ,62.8647059 ,-223.6000000 ,37.3239180 ,126.9487300 ,2.68878 
11:08:55,110838 ,187 ,0.0370250 ,0.3732750 ,0.2431438 ,880.9625000 ,74.1812500 ,-221.8937500 ,37.3238830 ,126.9487300 ,3.92598 
11:09:13,110839 ,188 ,0.0175353 ,0.3788647 ,0.2573235 ,902.4058824 ,88.3705882 ,-220.9235300 ,37.3237730 ,126.9494300 ,6.64680 
11:09:14,110840 ,189 ,0.0313353 ,0.2456529 ,0.1696941 ,922.0764706 ,101.6000000 ,-218.6588200 ,37.3238000 ,126.9494400 ,6.28981 
11:09:15,110841 ,190 ,-0.0019500 ,0.0606313 ,0.0392813 ,929.3500000 ,106.6687500 ,-218.5812500 ,37.3238890 ,126.9495200 ,6.88615 
11:09:16,110842 ,191 ,-0.0186765 ,0.0285941 ,0.0148882 ,931.6000000 ,108.0352940 ,-219.1764700 ,37.3239740 ,126.9495300 ,7.30768 
11:09:17,110843 ,192 ,0.0271353 ,0.0146412 ,0.0143765 ,932.7529412 ,108.9058820 ,-218.7176500 ,37.3240640 ,126.9495500 ,7.04370 
11:09:18,110844 ,193 ,0.0018438 ,0.0131375 ,0.0055625 ,933.4062500 ,109.3812500 ,-217.3562500 ,37.3241510 ,126.9495500 ,6.80288 
11:09:19,110845 ,194 ,-0.0105176 ,0.0095824 ,0.0101824 ,934.0352941 ,110.0000000 ,-217.9764700 ,37.3242280 ,126.9495500 ,5.51907 
11:09:20,110846 ,195 ,-0.0013588 ,0.0110529 ,-0.0054880 ,934.5941176 ,110.1235290 ,-218.7058800 ,37.3242840 ,126.9495600 ,4.67868 
11:09:21,110847 ,196 ,-0.0392625 ,-0.0065250 ,0.0165750 ,934.5875000 ,110.5625000 ,-220.0812500 ,37.3243200 ,126.9495900 ,4.57550 
11:09:22,110848 ,197 ,0.1533412 ,-0.0026059 ,-0.0250760 ,934.3352941 ,110.1352940 ,-216.3176500 ,37.3243330 ,126.9496400 ,6.05010 
11:09:23,110849 ,198 ,0.0261941 ,0.1108824 ,0.0440294 ,937.2235294 ,109.6823530 ,-209.6764700 ,37.3243350 ,126.9497100 ,6.62441 
11:09:24,110850 ,199 ,0.0194813 ,0.1631000 ,0.1568688 ,945.3375000 ,116.3250000 ,-208.5437500 ,37.3243510 ,126.9497700 ,7.18394 
11:09:25,110851 ,200 ,0.0053471 ,0.2418529 ,0.1730059 ,957.2352941 ,125.8000000 ,-208.8705900 ,37.3243690 ,126.9498500 ,7.04376 
11:09:26,110852 ,201 ,0.0120353 ,0.2442588 ,0.1549471 ,971.9058824 ,135.7000000 ,-208.2000000 ,37.3243850 ,126.9499300 ,7.09442 
11:09:27,110853 ,202 ,0.0011063 ,0.1650875 ,0.1041438 ,983.3062500 ,142.9312500 ,-208.2500000 ,37.3243980 ,126.9500200 ,6.91650 
11:09:28,110854 ,203 ,0.0347471 ,0.1395059 ,0.0897412 ,991.7176471 ,148.4294120 ,-207.1058800 ,37.3244110 ,126.9500900 ,6.99903 
11:09:29,110855 ,204 ,0.0088059 ,0.0956706 ,0.0709176 ,998.9411765 ,152.7764710 ,-205.5058800 ,37.3244210 ,126.9501700 ,6.31842 
11:09:30,110856 ,205 ,0.0214938 ,0.0548250 ,0.0358125 ,1002.7500000 ,155.9125000 ,-204.8187500 ,37.3244320 ,126.9502400 ,6.58033 
11:09:31,110857 ,206 ,-0.0013176 ,0.0270000 ,0.0237706 ,1005.2705880 ,157.6176470 ,-204.6000000 ,37.3244410 ,126.9503000 ,6.17917 
11:09:32,110858 ,207 ,-0.0079000 ,-0.0482706 ,-0.0270240 ,1004.6235290 ,157.4588240 ,-204.6705900 ,37.3244500 ,126.9503700 ,5.49798 
11:09:33,110859 ,208 ,0.0013750 ,-0.1348063 ,-0.0705380 ,999.5312500 ,154.8125000 ,-204.6687500 ,37.3244590 ,126.9504300 ,3.96112 
11:09:34,110900 ,209 ,0.0204824 ,-0.3249941 ,-0.1589940 ,986.5647059 ,148.7705880 ,-204.6941200 ,37.3244650 ,126.9504800 ,2.16063 
11:09:35,110901 ,210 ,-0.0414176 ,-0.3520118 ,-0.2200760 ,965.6352941 ,136.3352940 ,-204.6294100 ,37.3244650 ,126.9504800 ,0.00000 
11:09:36,110902 ,211 ,-0.0548688 ,-0.2678625 ,-0.2362560 ,947.8625000 ,123.0812500 ,-208.7687500 ,37.3244650 ,126.9504800 ,0.00000 
